1.613480 1.491682
0.693499 0.234288
1.443930 1.231760
1.047400 1.162342
0.612215 0.520675
0.435387 0.703213
0.995670 0.775976
1.392450 1.585582
0.435387 0.506024
1.443930 1.178089
0.844452 1.002024
1.576070 1.306962
1.590190 1.568909
1.730150 1.793805
1.205390 1.461129
0.770766 0.915382
1.566600 1.476621
0.887098 0.761260
0.338410 0.271244
0.914921 1.102367
1.047400 0.976039
0.808032 0.580729
0.526391 0.507230
1.170210 1.294590
1.725790 1.795566
1.449000 1.424681
0.693499 0.725048
1.085180 1.141000
1.811110 1.656689
0.435387 0.429504
1.672710 1.556582
1.413220 1.364422
0.612215 0.712025
1.717050 1.893609
1.339460 1.334424
0.844452 0.832178
0.995670 1.131848
0.914921 0.982465
0.435387 0.195453
1.542710 1.605633
1.815270 1.458608
0.435387 0.340609
1.284830 1.179355
0.526391 0.524874
0.928657 0.904219
1.284830 1.399661
0.526391 0.533052
1.170210 1.176437
1.464120 1.381122
0.693499 0.500985
1.636480 1.840261
0.844452 0.939238
0.770766 0.700336
0.914921 0.890526
0.808032 0.668029
0.763207 0.738746
1.339460 1.264695
1.109910 1.254865
0.732605 0.896609
1.892820 1.701832
1.768920 1.690037
1.078950 1.144103
1.590190 1.488810
1.109910 1.153741
0.693499 0.540101
1.371440 1.508486
1.312350 1.136160
1.085180 1.278265
0.942279 1.034505
1.892820 1.309853
1.590190 1.490129
0.612215 0.707840
1.493990 1.434150
1.773180 1.908333
0.844452 0.859871
0.234455 0.267862
1.228460 1.441270
1.672710 1.669788
1.852390 1.836036
1.222720 1.153031
1.681660 1.595593
0.914921 1.207244
0.858792 0.900467
1.109910 1.247467
0.693499 0.447886
0.612215 0.652544
1.413220 1.454395
1.170210 1.322639
1.256870 1.323957
0.942279 0.799373
1.360840 1.529710
0.338410 0.145054
1.339460 1.369147
0.612215 0.509674
1.109910 0.930273
1.681660 1.483499
0.770766 0.904195
0.808032 0.589916
0.435387 0.871117
0.526391 0.447782
0.770766 0.573404
0.844452 1.110473
1.443930 1.329508
1.256870 1.467266
1.892820 1.728682
0.612215 0.747484
1.339460 1.382899
1.590190 1.571874
0.693499 0.712814
1.864610 1.614541
1.613480 1.635453
1.109910 1.207817
0.880068 0.853760
1.542710 1.476861
1.703850 1.476071
1.493990 1.415596
1.590190 1.533543
1.734490 1.604185
0.732605 0.648729
0.526391 0.374035
1.312350 1.306632
2.130190 1.842725
1.228460 1.306177
1.590190 1.663056
0.693499 0.799752
1.228460 1.282839
0.815383 0.987314
1.392450 1.410051
0.693499 0.586276
1.880780 1.750921
0.844452 0.825776
1.402870 1.361062
1.047400 1.161085
1.053760 1.305515
1.537900 1.516214
1.932430 1.674930
0.844452 1.333591
1.627310 1.751782
1.199580 1.321124
0.982483 1.175595
2.005590 1.816748
0.569907 0.558277
1.542710 1.460829
0.338410 0.334879
1.518510 1.549128
1.703850 1.421021
1.228460 1.430237
1.443930 1.187137
1.205390 1.384797
0.822699 0.748785
0.844452 0.984079
1.590190 1.494258
0.928657 0.813639
1.811110 1.657901
0.732605 0.825749
0.995670 1.072824
0.435387 0.380895
1.636480 1.885836
0.732605 0.443592
0.887098 0.815702
1.654680 1.631099
1.228460 1.184324
1.936350 1.850719
0.880068 0.883597
1.768920 1.538587
1.339460 1.421768
0.732605 0.752596
1.493990 1.386308
1.284830 1.152329
0.653389 0.536081
0.435387 0.452432
0.982483 0.993782
1.672710 1.637151
1.852390 1.798339
0.763207 0.560635
1.734490 1.432323
1.768920 1.659083
0.982483 1.174841
1.443930 1.236416
1.284830 1.306909
0.982483 0.815688
0.982483 0.923049
1.392450 1.532935
1.284830 1.255669
1.339460 1.326013
1.590190 1.693854
0.338410 0.306781
0.612215 0.642983
1.034620 1.079012
0.653389 0.700614
1.402870 1.217475
1.948060 1.556216
0.435387 0.740550
0.234455 0.588715
1.681660 1.522370
1.730150 1.781899
0.526391 0.410798
0.693499 0.652091
1.021740 0.875463
1.284830 1.202762
0.612215 0.684910
1.339460 1.333666
1.636480 1.625993
1.170210 0.893455
0.526391 0.524371
1.170210 1.267840
0.435387 0.373806
0.338410 0.192250
1.892820 1.389523
1.170210 1.367992
1.371440 1.161126
1.443930 1.462650
0.982483 1.017760
0.815383 1.133460
1.613480 1.568582
1.518510 1.570037
1.650150 1.763557
0.435387 0.387911
1.892820 1.845489
1.542710 1.360684
0.435387 0.739997
0.914921 0.858026
1.631900 1.747647
0.844452 0.995101
0.435387 0.431038
0.526391 0.436620
0.851638 0.934561
0.693499 0.604757
1.604200 1.749008
1.566600 1.470652
0.612215 0.507065
0.338410 0.284852
0.653389 0.734648
1.533070 1.675203
1.811110 1.828746
1.078950 1.046403
0.844452 0.895894
1.109910 1.195486
2.097940 1.829227
0.914921 0.901874
0.770766 0.755132
1.109910 0.933073
0.858792 0.984480
0.732605 0.700407
0.526391 0.703883
0.815383 1.013177
1.085180 1.157365
1.948060 1.538942
1.021740 0.947778
1.768920 1.656879
1.590190 1.540475
0.338410 0.108012
1.170210 1.183684
0.526391 0.558925
0.653389 0.748428
0.612215 0.717936
2.097940 1.811257
0.815383 0.976436
1.613480 1.619959
0.693499 0.592068
1.284830 1.214075
0.914921 0.921049
0.844452 1.070745
2.130190 1.888297
0.969190 1.297808
1.211190 1.673149
0.693499 0.794322
1.047400 1.239286
1.590190 1.444583
0.914921 1.042693
1.109910 1.230006
1.312350 1.231275
1.290370 1.171279
1.170210 1.356888
1.811110 1.844469
1.636480 1.906304
1.730150 1.572658
0.844452 0.862140
0.693499 0.418733
1.636480 1.563595
1.339460 1.126878
0.435387 0.529274
0.435387 0.411395
0.822699 0.757636
0.770766 0.796632
0.526391 0.482437
1.443930 1.263274
1.402870 1.364305
0.914921 0.949823
0.526391 0.561306
1.228460 1.430719
1.392450 1.363630
2.119490 1.841723
1.936350 1.723141
0.880068 0.774606
0.338410 0.039037
0.653389 0.727922
